Fbref,Player,Total_npG,Total_npxG,finishing
9dadc297,Charles,0,0.0,1.0
9daeac61,Souleyman Doumbia,0,1.8,0.97
9dbb75ca,Alexandre Lacazette,40,33.7,1.07
9dc5488b,Arnaud Luzayadio,0,0.0,1.0
9dc5810c,Anderson,0,0.0,1.0
9dc69d38,Leandro Bacuna,1,2.5,0.97
9dc96f10,Amad Diallo,11,6.2,1.08
9dd5da03,Yoël Armougom,0,0.0,1.0
9ddd4e40,Lucas João,14,12.9,1.02
9ddf7fae,Cheikh Tidiane Sabaly,3,2.8000000000000003,1.0
9deaf2c8,Keinan Davis,13,10.8,1.03
9dff291c,Soumaïla Coulibaly,0,0.0,1.0
9e095d72,Imanol,0,0.0,1.0
9e098912,Toni Moya,0,1.3,0.98
9e1035f8,Ferrán Torres,16,18.6,0.96
9e1577aa,Cristiano Biraghi,7,3.4000000000000004,1.06
9e17ccff,Doğan Alemdar,0,0.0,1.0
9e1ca579,Floris Smand,0,0.1,1.0
9e256752,Zak Gilsenan,0,0.0,1.0
9e36001b,Mamadou Tounkara,0,0.2,1.0
9e3da47c,Carnejy Antoine,1,0.5,1.01
9e49c320,Obbi Oulare,0,0.0,1.0
9e4df3ba,Lars Olden Larsen,1,1.4,0.99
9e525177,Aaron Wan-Bissaka,0,1.6,0.97
9e5708be,Sam Johnstone,0,0.0,1.0
9e5e7bae,Dele,1,0.4,1.01
9e638fdb,Nkanyiso Shinga,0,0.0,1.0
9e724c44,Nesta Guinness-Walker,0,0.5,0.99
9e7483ff,Désiré Doué,7,4.0,1.05
9e9f2dac,Fabrício dos Santos Messias,0,2.0,0.96
9ec1ad87,Moustapha Seck,0,0.8,0.99
9ec9c8b6,Tobias Mohr,0,0.6,0.99
9ed40a69,Chapela,0,0.1,1.0
9ed58e6b,Sadik Fofana,0,0.0,1.0
9eedf0e0,Samuel Amo-Ameyaw,0,0.0,1.0
9ef42479,Thomas Henry,14,11.0,1.05
9ef884b1,Ferdy Druijf,3,3.0,1.0
9efa1d25,Mario Götze,10,10.7,0.99
9f0ea33f,Sergio Asenjo,0,0.0,1.0
9f0f4b49,Arial Mendy,0,0.5,0.99
9f1893b9,Felipe Anderson,20,16.6,1.05
9f1938ab,Adam Forshaw,0,0.7,0.99
9f1c2822,Philippe Koffi,3,3.1999999999999997,1.0
9f29c204,Oualid El Hajjam,1,1.1,1.0
9f30e7ed,Cédric Kipré,6,4.2,1.03
9f31b1d3,André André,1,1.5,0.99
9f323c71,Óscar de Marcos,3,1.3,1.03
9f333379,Christos Tzolis,2,2.6,0.99
9f36b9a0,Tom Beugelsdijk,0,0.8,0.99
9f4647e9,Robert Snodgrass,0,0.7,0.99
9f472354,Shane Long,1,3.1999999999999997,0.96
9f4a940f,Axel Camblan,0,0.4,0.99
9f5a610b,Wladimiro Falcone,0,0.0,1.0
9f77012e,Tom Krauß,3,3.0,1.0
9f7c837d,Ben Godfrey,0,4.3,0.93
9f7cf23d,Nazjir Held,0,0.0,1.0
9f7f84be,Darius Johnson,1,1.4,0.99
9f82f7c2,Hobie Verhulst,0,0.0,1.0
9f84febe,Rick Karsdorp,0,0.8,0.99
9f8e9423,Raphaël Varane,2,2.7,0.99
9f90c06b,Thomas Fontaine,0,0.0,1.0
9f936061,Neto Borges,4,4.3,0.99
9f941969,Manuel Riemann,0,0.0,1.0
9f979eb2,Jorge Meré,0,0.4,0.99
9f9b9269,Riccardo Fiamozzi,0,0.0,1.0
9f9f2ca7,Kevin Nisbet,5,5.1,1.0
9fa26bc2,Vanja Milinković-Savić,0,0.1,1.0
9fb45456,Carlos Benavídez,3,1.0,1.04
9fb6420e,Nathan,0,0.5,0.99
9fbbcf39,Romain Saïss,2,2.7,0.99
9fc0f253,Matt Miazga,0,0.3,0.99
9fd8007d,Calvin Mac-Intosch,0,1.5,0.97
9feb8f24,Joe Allen,3,3.5,0.99
9fec8860,Ludwig Augustinsson,0,0.5,0.99
9ff8ec4a,Marlon Mustapha,0,0.5,0.99
9ffb2ce6,Alan Varela,2,1.7,1.01
a011a1e9,Owen Beck,0,0.0,1.0
a01c3d54,Aitor Fernández,0,0.0,1.0
a0255c67,Manu Morlanes,3,2.0,1.02
a02b468b,Takahiro Kunimoto,1,1.2,1.0
a0415710,Ismail Jakobs,1,2.7,0.97
a04d478f,Joe Edwards,3,2.4,1.01
a0666d3e,Will Hughes,1,0.7,1.01
a0791826,Farid Boulaya,4,1.5,1.04
a0893a41,Azeem Abdulai,0,0.0,1.0
a08985b8,Stijn Spierings,2,2.2,1.0
a08b974a,Lucas Ocampos,10,12.799999999999999,0.96
a0aee24e,João Moutinho,0,0.0,1.0
a0b4bb3e,Isco,7,7.8,0.99
a0b513d1,Josh Hinds,0,0.0,1.0
a0b65401,Sidy Sarr,0,0.0,1.0
a0c590b9,Emanuel Emegha,10,12.8,0.96
a0d55a09,Bradley Barcola,9,8.299999999999999,1.01
a0e66343,Mehmet Yuksel,0,0.0,1.0
a0f6ddc3,Shane Ferguson,3,1.1,1.03
a0f9b535,Flavien Tait,7,4.9,1.04
a10361d2,Aleix García,4,3.6,1.01
a10387a2,Max Watters,1,2.5,0.97
a105d46a,Harry Toffolo,7,5.6000000000000005,1.02
a109d777,Lucas Fernandes,1,0.8,1.0
a109e165,Dano Lourens,0,0.0,1.0
a111cf41,Juan Musso,0,0.0,1.0
a1232f4e,Eric Bailly,0,0.4,0.99
a1257b5e,Frederik Winther,0,0.0,1.0
a130741a,Salvador Agra,11,9.5,1.02
a1390d2f,Carlos Baleba,0,1.3,0.98
a14b8d2d,Jefferson Galego,0,0.4,0.99
a14d0ab0,Samuele Vignato,1,1.8,0.99
a167537f,Julian Brandt,25,14.5,1.15
a179d516,Willy Caballero,0,0.0,1.0
a17a94d6,Azor Matusiwa,2,1.8,1.0
a17ef4d1,Jorge Filipe Oliveira Fernandes,1,2.0,0.98
a190d597,Diego Costa,1,3.2,0.96
a1ba943c,Thibang Phete,0,1.3,0.98
a1c5b23e,Carel Eiting,3,2.6,1.01
a1cce7ea,Mats Egbring,0,0.0,1.0
a1d5bd30,Marcus Rashford,26,24.1,1.02
a1d95db3,Mika Biereth,2,1.8,1.0
a1dbb2c7,Chaim El Djebali,0,0.0,1.0
a1dbfcb1,Jodel Dossou,4,5.4,0.98
a1f3f5a0,Mihai Dobre,2,3.6,0.97
a2081c6b,Lewis Brunt,0,0.0,1.0
a20986b6,Conor Washington,5,4.2,1.01
a21417e2,Diego Moreno,0,0.4,0.99
a23b8218,Alemão,2,0.7,1.02
a23c0949,Sam Morsy,3,1.8,1.02
a2447ed2,Matty Virtue,0,0.2,1.0
a24d3330,Marcelo Carné,0,0.0,1.0
a254bbe0,Antonio Sánchez,4,4.5,0.99
a2565f79,Vincenzo Fiorillo,0,0.0,1.0
a26d3da7,Gino Caoki,0,0.0,1.0
a26fb8aa,Teun Koopmeiners,22,11.0,1.17
a2852b4f,Leon Chiwome,0,0.1,1.0
a289c752,Filipe Couto,0,0.0,1.0
a28e5005,Jhon Velásquez,0,0.0,1.0
a29b1131,Steven Bergwijn,22,18.799999999999997,1.04
a29e5244,Mauro Júnior,3,3.0,1.0
a2a56c85,Lance Duijvestijn,4,3.2,1.01
a2a85828,Aymen Barkok,1,1.4,0.99
a2b105e0,Sean Longstaff,8,10.9,0.96
a2b1ed42,Ricardo Pepi,17,13.8,1.05
a2c1a8d3,Julen Agirrezabala,0,0.0,1.0
a2c9af28,Raimane Daou,0,0.0,1.0
a2d873dd,Hwang Ui-jo,14,11.4,1.04
a2d9cf74,Pascu,1,0.1,1.02
a2d9f138,Matheus Henrique,6,5.5,1.01
a2e7de6f,Gideon Jung,0,0.0,1.0
a300ac7e,Lucas Pérez,8,7.5,1.01
a30cb0d4,Ibrahima Baldé,0,0.0,1.0
a30f8286,Thales Oleques,0,0.8,0.99
a31f9e95,Mark van der Maarel,1,2.5,0.97
a329a732,Steven Baseya,0,0.0,1.0
a3495146,Talys Oliveira,0,0.1,1.0
a35134ae,Aleksandar Sedlar,1,0.3,1.01
a36084cd,Gianmarco Cangiano,0,0.0,1.0
a36524bf,Calvin Bassey,2,1.0,1.02
a3695ac2,Marcin Listkowski,0,0.1,1.0
a36d4785,Jordan Hugill,13,19.3,0.92
a374b709,Albert Eames,0,0.0,1.0
a378a02a,Ruan,0,1.0,0.98
a3818875,Leo Augusto Pereira,0,0.3,0.99
a384ee83,Josh Earl,1,1.7,0.99
a396fb61,Erhan Mašović,4,3.9000000000000004,1.0
a39b9ef6,Diego Falcinelli,0,0.6,0.99
a39bb753,Eden Hazard,0,1.2,0.98
a39d11bc,Armel Bella Kotchap,0,2.3,0.96
a3adc8f3,Faiz Mattoir,0,0.0,1.0
a3afdd69,Mark O'Mahony,0,0.1,1.0
a3b03921,Joe Willock,6,11.0,0.92
a3c8b4d3,Loum Tchaouna,4,2.9,1.02
a3d94a58,Cristian Romero,6,5.5,1.01
a3ddb1b9,Mark Uth,5,7.300000000000001,0.96
a3e1d20d,Jean-Claude Billong,0,0.2,1.0
a3e4bf46,Brian Oliván,2,1.6,1.01
a3f1897f,Kane Wilson,0,0.0,1.0
a3f30508,Luis Hartwig,0,0.0,1.0
a3f386fc,Cristian Castro,0,0.0,1.0
a40819d9,Marash Kumbulla,0,0.8,0.99
a40d5a0c,Diego Perotti,0,0.6,0.99
a4183553,Joël Latibeaudière,4,3.5,1.01
a426a912,Waren Kamanzi,0,1.1,0.98
a427724f,Andreas Schjelderup,0,0.0,1.0
a44d3a3c,Pietro Pellegri,4,3.1,1.02
a44f7c60,Alexander Büttner,2,1.1,1.02
a45241d5,Justin Njinmah,6,4.9,1.02
a4527d33,Eiji Kawashima,0,0.0,1.0
a45a5d95,Kevin Spadanuda,0,0.7,0.99
a45eac1f,Haris Seferović,5,4.5,1.01
a461f098,Adu Ares,0,0.2,1.0
a47ad0f5,Daniel Neil,6,5.9,1.0
a47c6309,Emirhan İlkhan,0,0.0,1.0
a48da055,Stefan Johansen,3,2.7,1.01
a4948e67,M'Bala Nzola,14,14.7,0.99
a4971d84,Djené,0,0.7999999999999999,0.99
a4995f48,Sergio Herrera,0,0.0,1.0
a4a44eb0,Montassar Talbi,1,1.2999999999999998,0.99
a4a51de9,Jacob Slater,0,0.0,1.0
a4a76b3d,Jakub Stolarczyk,0,0.0,1.0
a4a98497,Tristan van Gilst,0,0.0,1.0
a4ac4b8f,Willy Boly,2,1.7,1.01
a4add370,Elton Kabangu,3,4.9,0.97
a4b00319,Javi Galán,0,1.1,0.98
a4b1028a,Hamari Traoré,4,3.9,1.0
a4b798a9,Birama Touré,2,1.1,1.02
a4cf1b05,Gonçalo Pinto,0,0.0,1.0
a4cfe0ea,Matchoi Djaló,2,2.6,0.99
a4e16ab4,Romário Baró,0,1.2,0.98
a4e85758,Igor,0,1.2000000000000002,0.98
a4effc55,Dan-Axel Zagadou,1,3.0,0.97
a4fe8cda,Patrick Cutrone,3,3.7,0.99
a50af160,Simon Van Duivenbooden,1,0.5,1.01
a50c97e3,Marcelencio Esajas,0,0.0,1.0
a5212312,Joe Worrall,1,2.5,0.97
a5296e55,Piotr Zieliński,11,8.7,1.04
a53649b7,Eddie Nketiah,14,17.1,0.96
a53b661f,Ihlas Bebou,20,18.1,1.03
a5420709,Malik Tillman,9,7.0,1.03
a54ef587,Jay Idzes,1,2.3,0.98
a5549ec1,Luan Peres Petroni,0,0.1,1.0
a55d8df5,Aitor Ruibal,2,2.6,0.99
a56da3ba,Juan Cruz Armada,0,0.4,0.99
a572e291,Orel Mangala,5,4.5,1.01
a58bb1e1,Gareth Bale,1,1.2,1.0
a5ae8f8e,Miloš Veljković,3,2.2,1.01
a5bea1fb,Timmy Tillman,1,1.6,0.99
a5ca9127,Conor Coventry,0,0.2,1.0
a5ccd658,Quevin Castro,0,0.1,1.0
a5ce09f2,Kevin Möhwald,0,0.6,0.99
a5db0bec,Houssem Aouar,11,10.0,1.02
a5e96355,Fodé Fofana,0,0.0,1.0
a5ea254c,Philip Zinckernagel,6,8.4,0.96
a5ec3ede,Alexander Hack,3,2.9,1.0
a6103274,Randy Nteka,3,6.4,0.94
a6138e4a,Jessy Deminguet,0,0.3,0.99
a6154613,Luis Suárez,9,7.7,1.02
a61ff812,Milan Smit,2,1.4,1.01
a624d600,Bailey-Tye Cadamarteri,4,2.8,1.02
a62b4888,Jaime Seoane,0,0.1,1.0
a62c16d0,Paulinho,31,30.1,1.01
a62f8bf1,Kamaldeen Sulemana,7,7.0,1.0
a634b9d2,Jérémy Pied,0,0.0,1.0
a645e8c9,Oliver Rathbone,5,3.2,1.03
a646b710,Godfried Roemeratoe,1,0.7,1.01
a64b4786,Tiago Ilori,1,0.7,1.01
a64f2573,Harry Clarke,3,2.3,1.01
a650c75b,Hidemasa Morita,9,8.9,1.0
a6536561,Giuliano Simeone,1,1.6,0.99
a65c844b,Nuno Tavares,7,6.6,1.01
a65ce836,Emre Can,2,1.6,1.01
a65fd9ac,Wouter Goes,1,0.8,1.0
a671316d,Wilson Isidor,0,0.1,1.0
a671ae50,Francisco Meixedo,0,0.0,1.0
a67a4783,Emmanuel Matuta,0,0.0,1.0
a681b7b7,Reece Burke,2,2.8,0.99
a686ef30,Thomas van den Belt,3,3.4,0.99
a68a5466,Tyler Blackett,1,0.3,1.01
a6951bf8,Francis Coquelin,3,1.4000000000000001,1.03
a698bdd2,Zinho,0,0.0,1.0
a69cc629,Kristoffer Askildsen,0,0.9,0.98
a69e4806,Hirving Lozano,13,19.4,0.91
a6b461e7,Ben Pearson,0,0.8,0.99
a6b6fa6e,Mickael Nade,1,1.5,0.99
a6b9bd00,Alen Halilović,4,5.300000000000001,0.98
a6c58494,Naouirou Ahamada,2,1.5,1.01
a6de370d,Sergio Canales,8,7.6,1.01
a6ee4f55,Nuno Santos,18,14.0,1.06
a6f248e1,Diogo Costa Rodrigues,0,0.0,1.0
a6fbfa77,Abu Kamara,0,0.4,0.99
a70182a5,Harvey Vale,0,0.2,1.0
a70b0a9f,Nuno Lima,1,1.7,0.99
a70b8345,Frederik Rønnow,0,0.1,1.0
a712ca2b,Issa Diop,1,0.7,1.01
a712e3f5,Xander Blomme,1,0.30000000000000004,1.01
a71dc814,Cláudio Winck,6,4.6,1.02
a7220785,Ismaila Soro,0,0.1,1.0
a7273643,Kornelius Hansen,4,4.0,1.0
a72c139d,Josué Sá,0,0.30000000000000004,0.99
a72ead5e,Gerrit Nauber,2,2.2,1.0
a731e8a0,Haydon Roberts,1,0.3,1.01
a73c8f95,Edmond Tapsoba,1,2.6,0.97
a7416105,Pedro Benito,0,0.0,1.0
a755db8c,Rodrigo Muniz,16,16.1,1.0
a7588cdc,Antwoine Hackford,0,0.0,1.0
a758ca47,Royce Openda Owaga,0,0.0,1.0
a75b4071,Eugeni Valderrama,0,0.6,0.99
a772eba6,James Chester,0,1.6,0.97
a77c1ce8,Max O'Leary,0,0.0,1.0
a7813ac4,Daniel Brosinski,0,0.0,1.0
a78ff07f,João Palhinha,10,9.0,1.02
a796492f,Nicolas Galazzi,0,0.0,1.0
a7a9d95a,Paco Alcácer,1,3.9,0.95
a7b42ecc,Vincent Schippers,0,0.0,1.0
a7dd36cf,Bilal Ould-Chikh,4,2.4,1.03
a801669e,Ovie Ejaria,2,2.3000000000000003,0.99
a8090a41,Sidney Raebiger,0,0.0,1.0
a816dbfb,Danilo,5,3.3,1.03
a81ba56b,Brad Potts,7,9.2,0.97
a820e429,Arthur Cabral,14,18.1,0.94
a83c19cf,Pablo Marín,0,1.2,0.98
a83d8b0c,Javier Ontiveros,0,0.1,1.0
a84f9a4b,Jérôme Hergault,0,0.1,1.0
a8542814,Héctor Herrera,0,0.4,0.99
a8567629,Mitchel Bakker,5,2.3,1.05
a86fee7f,Tomás Reymão,0,0.1,1.0
a8748947,Tom Cairney,6,4.0,1.03
a885714c,Yohan Tavares,0,0.4,0.99
a8981944,Lucas Robertone,2,3.6,0.97
a89e7b29,Matija Šarkić,0,0.0,1.0
a8a3d139,Jed Steer,0,0.0,1.0
a8a80be7,Garang Kuol,1,1.2,1.0
a8a874f1,Manuel Locatelli,4,5.0,0.98
a8c0acb7,Kristoffer Ajer,3,2.1,1.02
a8c19eb8,Nathan Collins,3,3.4,0.99
a8d4428b,Josh Sargent,31,24.2,1.09
a8db7ebb,Sebastian Griesbeck,1,0.6,1.01
a8dccedc,Ruben Kluivert,0,0.1,1.0
a8e7f7e9,Daniele Sommariva,0,0.0,1.0
a8ee54ad,Kristijan Jakić,4,3.2,1.01
a8f0414f,Jeimes,0,0.0,1.0
a8f07c8f,João Afonso,0,0.3,0.99
a8f21b9f,Carles Pérez,5,5.4,0.99
a8f2b8a7,Boyd Lucassen,1,0.9,1.0
a8fbae1d,Paulo Oliveira,1,0.9,1.0
a8fe5a96,Zak Vyner,1,2.9,0.97
a9142dc3,Timothy Fosu-Mensah,0,0.1,1.0
a9202def,Éderson,9,7.5,1.02
a92ab7be,Mark Flekken,0,0.0,1.0
a93b6f4e,Paul Jaeckel,1,0.2,1.01
a94571f6,Mathis Hamdi,0,0.0,1.0
a94d93be,Cédric Avinel,1,1.0,1.0
a951ca82,Tiago Fonseca Morais,5,3.0,1.03
a952a529,Julen Lobete,6,6.1,1.0
a95abffc,Sam Bell,8,6.8,1.02
a96103b2,Bryan Zaragoza,5,3.5,1.03
a968014d,Dinis Pinto,0,0.0,1.0
a96e5dc0,Jeremy Toljan,0,1.2,0.98
a9701870,Stephen Humphrys,0,0.0,1.0
a98f3cbf,Miguel Baeza,0,0.8,0.99
a99138af,Jean Lucas,1,3.1,0.96
a99da9ec,Pierre-Yves Hamel,0,1.7,0.97
a9a2f0b5,Tyreece Simpson,0,0.4,0.99
a9a6fc08,Benjamin Uphoff,0,0.0,1.0
a9aa0d1d,Aleksei Miranchuk,9,9.7,0.99
a9aff11a,Mario Martín,0,0.0,1.0
a9b1ac11,Naoufel Khacef,0,0.1,1.0
a9b1c319,Pelly Ruddock Mpanzu,4,3.7,1.01
a9c450cb,Erison,2,1.3,1.01
a9d071f8,Tom Bradshaw,30,25.3,1.06
a9d4c241,Oumar Gonzalez,0,1.0,0.98
a9d5c771,Callum Jones,0,0.0,1.0
a9dc785c,Neto,0,0.0,1.0
a9eaccda,Simone Aresti,0,0.0,1.0
a9f04944,Sylvester Jasper,2,3.0,0.98
aa0ac32d,Óscar Duarte,2,1.2,1.01
aa25ce92,Adam Obert,0,0.1,1.0
aa2a1c69,Pedro,0,0.2,1.0
aa34ed38,David Turnbull,0,0.9,0.98
aa462a0e,Youssef Chentouf,0,0.0,1.0
aa47c6ce,Lucas Silva,3,4.5,0.97
aa51343f,Kevin Mirallas,1,0.4,1.01
aa5322d5,Giorgio Altare,1,1.0,1.0
aa54ec6f,Pablo Marí,3,1.7999999999999998,1.02
aa583204,Ciaran McGuckin,0,0.0,1.0
aa62bd5a,Isaac Christie-Davies,0,0.1,1.0
aa677a35,Álex Fernández,4,3.7,1.01
aa6a85df,Amir Ismaïl,0,0.0,1.0
aa6f2f2c,Oskar Buur,1,0.6,1.01
aa7dfc40,Jake Cooper,9,9.3,1.0
aa81d8f8,Karl Jakob Hein,0,0.0,1.0
aa849a12,Jack Harrison,16,12.7,1.05
aa888da7,Omari Kellyman,0,0.1,1.0
aa8e289e,Nikola Vlašić,9,8.0,1.02
aad48be9,Niklas Stark,3,1.2000000000000002,1.03
aad53e64,Kike Barja,3,2.9,1.0
aad56ca3,Amine Gouiri,29,26.9,1.03
aae9d04a,Davide Faraoni,6,6.2,1.0
aaf0305e,Jeroen Veldmate,2,0.7,1.02
aaf0fd15,Mikkel Duelund,3,2.9,1.0
aaf1bf05,Juninho Bacuna,10,11.5,0.98
ab070c55,Christian Benteke,4,4.9,0.98
ab096c6f,Timothée Kolodziejczak,2,1.4,1.01
ab13a5aa,Vicente Guaita,0,0.0,1.0
ab1a72b4,Julian Justvan,2,0.9,1.02
ab1ca213,Miguel Veloso,0,1.0,0.98
ab3f1bdf,Henning Matriciani,0,0.2,1.0
ab4449d6,Łukasz Skorupski,0,0.0,1.0
ab472696,Agustín Álvarez Martínez,1,1.5,0.99
ab4dc365,Samy Baghdadi,1,1.1,1.0
ab5b7dc1,Marius Bülter,8,7.5,1.01
ab5c36dd,Maduka Okoye,0,0.0,1.0
ab651565,Nathan Redmond,1,1.7,0.99
ab700320,Arne Maier,8,4.6,1.06
ab77d10d,Armstrong Okoflex,0,0.6,0.99
ab7bf91d,Daniel Vivian,3,3.1,1.0
ab8b392c,Mory Gbane,1,1.2,1.0
aba031ad,Mason Bennett,3,4.3,0.98
abb3bb95,Luuk de Jong,42,41.7,1.0
abd56820,Oussama Targhalline,0,0.2,1.0
abddf25d,Ibrahim Cissoko,4,4.199999999999999,1.0
abe66106,Érik Lamela,13,9.4,1.06
abe6f455,Jaheim Headley,2,2.3,0.99
abef8824,Ricardo Batista,0,0.0,1.0
abefc3af,Yassine Kechta,2,1.6,1.01
ac05f970,Michail Antonio,21,22.599999999999998,0.98
ac0d576d,Jeremy Sarmiento,5,4.8,1.0
ac277993,Tanner Tessmann,0,0.6,0.99
ac295d9e,Marko Dmitrović,0,0.0,1.0
ac4003af,Marco Sportiello,0,0.0,1.0
ac454a4f,Gerard Gumbau,1,4.8,0.94
ac4a4508,Gabriel Strefezza,6,5.6,1.01
ac73ec79,Nordi Mukiele,1,4.2,0.95
ac7e640b,Mattia Caldara,1,2.8,0.97
ac7e7b1c,Facundo Pellistri,2,3.7,0.97
ac861941,Eric Dier,2,3.5,0.97
ac89503b,Gautier Lloris,2,2.1,1.0
ac8b2421,Helibelton Palacios,0,0.5,0.99
ac903694,Matheus Pereira,4,2.3000000000000003,1.03
aca0a525,George Bello,0,0.1,1.0
acb61892,Marlon,0,1.1,0.98
acc1aefa,Ángel Algobia,0,0.3,0.99
ace50e9f,Estanis,0,0.0,1.0
acf5410c,Luismi,0,0.0,1.0
acf7e795,David Zima,0,1.5,0.97
ad00b1a8,Benno Schmitz,1,1.1,1.0
ad0d3536,Camiel Neghli,5,2.6,1.04
ad1a8248,Espen van Ee,0,0.6,0.99
ad1d6fa4,Julian Green,0,0.6,0.99
ad1f61f3,Steven Alzate,0,0.1,1.0
ad1ffcfd,Vicente Iborra,0,0.7,0.99
ad263695,Nicola Bagnolini,0,0.0,1.0
ad2b068c,Linus Gechter,1,0.5,1.01
ad3389d5,Lukáš Hrádecký,0,0.0,1.0
ad5034c3,Richard Ofori,0,0.1,1.0
ad513a6b,Juan Ignacio Ramírez,0,0.0,1.0
ad597bf7,Adi Nalic,1,0.5,1.01
ad5f543d,Neto,3,1.1,1.03
ad7873cb,Ilias Chair,21,19.4,1.02
ad81ba78,Cristo,0,0.0,1.0
ad82197c,Axel Disasi,6,7.5,0.98
ad92526f,Michele Castagnetti,0,0.6,0.99
ad9b2747,Kenneth Taylor,14,10.5,1.05
ad9fdbf3,Santiago Colombatto,2,1.8,1.0
ad9ffc7e,Reggie Cannon,0,0.5,0.99
ada82896,Julien Mesbahi,0,0.0,1.0
adb499a9,Martijn Berden,0,1.3,0.98
adc77724,Vitor Carvalho,4,4.9,0.98
add37c13,Skelly Alvero,2,0.7,1.02
ade993b9,Jens Toornstra,8,7.3,1.01
aded8e6f,Riccardo Calafiori,2,1.4,1.01
adf5d46f,Kiko Vilas Boas,0,0.0,1.0
adfc9123,Gerard Piqué,1,2.0,0.98
ae1159bf,Matheus Reis,3,1.9,1.02
ae11ba3d,Ayoub Amraoui,0,0.0,1.0
ae14af56,Joaquín Panichelli,0,0.6,0.99
ae44e8e2,Dani Olmo,9,8.1,1.01
ae48c5cb,Iván Martín,8,5.3999999999999995,1.04
ae4e2852,Mattia De Sciglio,1,0.30000000000000004,1.01
ae4fc6a4,Eberechi Eze,20,15.200000000000001,1.07
ae5019e6,Jayden Bogle,8,6.2,1.03
ae59b359,Boubakary Soumaré,0,0.4,0.99
ae5b93a0,Aboubakar Sidibé,0,0.0,1.0
ae5dfb6a,Sam Hendriks,0,0.1,1.0
ae7058f9,Julian Chabot,0,3.0,0.95
ae7d0ecd,Alexandre Oukidja,0,0.0,1.0
ae7f5d8a,Tommy Simkin,0,0.0,1.0
ae82492b,Aleksandar Busnić,0,0.4,0.99
ae852b7d,Álex Centelles,1,0.4,1.01
ae86d473,Marcos André,2,4.3,0.96
ae87b866,Régis N’Do,1,2.4,0.98
ae94a6c5,Edoardo Bove,2,2.5,0.99
ae961785,Florent Muslija,0,0.1,1.0
ae9898c5,Matteo Ruggeri,0,1.3,0.98
ae9a9b2d,Rachad Fettal,0,0.1,1.0
ae9b998d,Brajan Gruda,4,3.5,1.01
aea1afc8,Kewin,0,0.0,1.0
aeaf1bc1,Leon Dajaku,0,0.3,0.99
aeca7743,Jackson Tchatchoua,0,0.0,1.0
aed3a70f,Ollie Watkins,43,42.7,1.0
aed746df,Édgar Méndez,1,1.5,0.99
aedaf328,Lukas Engel,2,1.8,1.0
aedc4924,Brandon Khela,0,0.0,1.0
aeed5c06,Moussa Diaby,28,24.5,1.04
aef6e670,Presnel Kimpembe,1,2.0999999999999996,0.98
aefa3050,Tanguy Zoukrou,0,0.1,1.0
af0c835b,Samuel Moutoussamy,1,5.3,0.93
af0d79a9,Borna Sosa,3,2.0,1.02
af102dc3,Christian Saydee,0,0.0,1.0
af104654,Oliver Christensen,0,0.0,1.0
af31925d,Lennart Thy,18,15.100000000000001,1.04
af341b88,Lee Peltier,3,2.1,1.02
af34f10d,Alexander Callens,0,0.0,1.0
af3ddb2e,Komnen Andrić,3,4.0,0.98
af615123,Ryan Allsop,0,0.1,1.0
af638463,Sana Gomes,0,0.0,1.0
af69e7f0,Joe Bryan,2,1.0,1.02
af6e7c2f,Keliano,0,0.2,1.0
af72ff2d,Stijn van Gassel,0,0.1,1.0
af842091,Filip Uremović,0,1.1,0.98
af857562,Costinha,0,0.8,0.99
afacfde1,Miguel Menino,0,0.0,1.0
afb0c500,Alexander Nübel,0,0.0,1.0
afb61630,Tijjani Reijnders,10,10.9,0.99
afbf187b,Zinho Vanheusden,0,0.30000000000000004,0.99
afcff10b,Nito Gomes,0,0.0,1.0
afdc14d7,Nico Williams,11,13.5,0.96
afe1a491,Oliver Arblaster,0,0.0,1.0
afe39ca8,Théo Le Bris,2,2.3,0.99
afed6722,Valentino Livramento,2,1.7999999999999998,1.0
b003239d,Christopher Wooh,1,3.0,0.97
b017b770,Sam Surridge,10,11.3,0.98
b026bbf6,Lorenz Assignon,2,1.8,1.0
b0332f23,Aylton Boa Morte,2,0.8,1.02
b033f803,Franco Carboni,0,0.1,1.0
b0492e27,Leonardo Lelo,1,1.8,0.99
b0547a87,Nicolas de Préville,5,2.8,1.04
b056ce1c,Oliver Denham,0,0.0,1.0
b056e3da,Ciprian Tătărușanu,0,0.0,1.0
b05870de,Clayton,11,11.9,0.99
b05d8d93,Alexandre Pinto,0,0.3,0.99
b05e2dbd,José Luis Gayà,4,2.8,1.02
b05f4787,Antoni Milambo,1,0.7,1.01
b0616e3d,Sergio Escudero,3,2.6,1.01
b06a7ae9,Julien Duranville,0,0.0,1.0
b070482d,Nahki Wells,17,22.8,0.93
b0835fc0,Jak Alnwick,0,0.0,1.0
b088d5d3,Andreas Bruus,0,0.7,0.99
b09a3ecc,Daniel Ciofani,5,2.3,1.05
b09e0873,Zito Luvumbo,4,4.0,1.0
b0a0698b,Rafael Czichos,0,0.1,1.0
b0b4fd3e,Jack Grealish,11,12.0,0.99
b0c71810,Sofiane Boufal,7,8.2,0.98
b0d187a8,Justin Bakker,0,0.1,1.0
b0f7e36c,Federico Chiesa,12,9.3,1.04
b0fce72c,Mikel Vesga,4,3.6,1.01
b105919e,Faustino Anjorin,2,0.7,1.02
b105cebe,Lee Nicholls,0,0.0,1.0
